@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomSubset-N9.0-S10

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute quality {3,4,5,6,7,8,9}

@data
6.4,0.22,0.32,7.2,0.028,15,83,3.13,0.55,8
7.3,0.2,0.26,1.6,0.04,36,123,3.34,0.44,6
7.5,0.17,0.71,11.8,0.038,52,148,3.03,0.46,5
7.5,0.18,0.72,9.6,0.039,53,151,3.03,0.46,5
7,0.27,0.48,6.1,0.042,60,184,3.2,0.5,6
5.8,0.32,0.31,2.7,0.049,25,153,3.44,0.73,7
7.8,0.26,0.31,3.6,0.025,22,100,2.99,0.47,7
7.4,0.3,0.32,1.7,0.03,23,128,3.17,0.66,5
6.7,0.16,0.34,1.6,0.026,27,109,3.34,0.58,6
5.8,0.32,0.31,2.7,0.049,25,153,3.44,0.73,7
6.7,0.19,0.39,1,0.032,14,71,3.31,0.38,7
6.6,0.36,0.24,0.9,0.038,15,72,3.23,0.39,5
7.2,0.17,0.41,1.6,0.052,24,126,3.19,0.49,5
6.7,0.19,0.39,1,0.032,14,71,3.31,0.38,7
6,0.11,0.47,10.6,0.052,69,148,2.91,0.34,4
6,0.21,0.34,2,0.042,63,123,3.44,0.42,6
6.7,0.325,0.82,1.2,0.152,49,120,2.99,0.38,5
6.6,0.4,0.46,6.2,0.056,42,241,3.5,0.6,5
6.5,0.2,0.24,9.2,0.044,25,150,3.22,0.44,5
7.6,0.27,0.34,5,0.04,18,56,3.06,0.48,6
7.2,0.26,0.4,6.3,0.047,52,172,3.18,0.53,6
6.3,0.25,0.22,3.3,0.048,41,161,3.16,0.5,6
6.5,0.22,0.45,8,0.053,52,196,3.23,0.48,6
6.4,0.14,0.31,1.2,0.034,53,138,3.38,0.35,7
6.4,0.14,0.31,1.2,0.034,53,138,3.38,0.35,7
7.1,0.26,0.32,16.2,0.044,31,170,3.17,0.37,5
6.6,0.22,0.34,11.6,0.05,59,140,3.22,0.4,5
6.6,0.45,0.43,7.2,0.064,31,186,3.12,0.44,5
6.6,0.17,0.3,1.1,0.031,13,73,3.17,0.58,6
7.2,0.44,0.28,3.4,0.048,22,112,3.21,0.37,7
6.2,0.15,0.27,1.4,0.041,51,117,3.28,0.38,6
6.3,0.25,0.22,3.3,0.048,41,161,3.16,0.5,6
6.5,0.22,0.45,8,0.053,52,196,3.23,0.48,6
7.3,0.26,0.3,9.3,0.05,35,154,3.21,0.5,6
6.9,0.15,0.29,2.3,0.033,14,82,3.1,0.58,7
5.8,0.22,0.29,0.9,0.034,34,89,3.14,0.36,7
6.5,0.37,0.33,3.5,0.036,23,92,3.18,0.38,6
5.5,0.375,0.38,1.7,0.036,17,98,3.29,0.39,6
5.9,0.2,0.4,1.3,0.047,23,92,3.2,0.45,6
5.9,0.22,0.38,1.3,0.046,24,90,3.2,0.47,6
8,0.22,0.31,5.6,0.049,24,97,3.1,0.42,5
6.5,0.22,0.29,7.4,0.028,16,87,3.15,0.56,7
6.9,0.15,0.29,2.3,0.033,14,82,3.1,0.58,7
5.8,0.2,0.34,1,0.035,40,86,3.5,0.42,5
6.6,0.31,0.07,1.5,0.033,55,144,3.16,0.42,5
7.7,0.43,0.37,10,0.169,22,210,3.02,0.64,5
6.7,0.24,0.29,14.9,0.053,55,136,3.03,0.52,5
7.3,0.23,0.34,9.3,0.052,19,86,3.04,0.56,5
7.9,0.2,0.39,1,0.041,37,154,3.08,0.43,5
5.3,0.16,0.39,1,0.028,40,101,3.57,0.59,6
6.4,0.21,0.28,5.9,0.047,29,101,3.15,0.4,6
6.9,0.33,0.26,5,0.027,46,143,3.25,0.43,7
5.6,0.18,0.58,1.25,0.034,29,129,3.51,0.6,7
6.6,0.29,0.31,3.9,0.027,39,96,3.24,0.6,8
6.9,0.33,0.26,5,0.027,46,143,3.25,0.43,7
6.6,0.21,0.36,0.8,0.034,48,113,3.24,0.68,6
7.3,0.21,0.33,1,0.037,66,144,3.11,0.52,6
6.4,0.21,0.28,5.9,0.047,29,101,3.15,0.4,6
5.1,0.11,0.32,1.6,0.028,12,90,3.57,0.52,6
6.5,0.15,0.32,1.3,0.036,19,76,3.18,0.41,6
5.3,0.16,0.39,1,0.028,40,101,3.57,0.59,6
5.6,0.19,0.46,1.1,0.032,33,115,3.36,0.5,6
5.6,0.18,0.58,1.25,0.034,29,129,3.51,0.6,7
6.7,0.48,0.32,1.4,0.021,22,121,3.15,0.53,7
6.2,0.23,0.23,1.2,0.018,18,128,3.05,0.28,5
6,0.17,0.29,5,0.028,25,108,3.14,0.34,6
6.7,0.48,0.32,1.4,0.021,22,121,3.15,0.53,7
6.7,0.15,0.38,1.7,0.037,20,84,3.09,0.53,6
4.2,0.17,0.36,1.8,0.029,93,161,3.65,0.89,7
5.8,0.21,0.32,1.6,0.045,38,95,3.23,0.94,8
5.4,0.23,0.36,1.5,0.03,74,121,3.24,0.99,7
6.7,0.15,0.38,1.7,0.037,20,84,3.09,0.53,6
6.4,0.22,0.31,13.9,0.04,57,135,3.21,0.38,5
6.5,0.15,0.55,5.9,0.045,75,162,2.97,0.4,5
5.9,0.32,0.33,2.1,0.027,35,138,3.37,0.42,6
5.7,0.37,0.3,1.1,0.029,24,88,3.18,0.39,6
7.9,0.25,0.35,6.7,0.039,22,64,2.93,0.49,5
7.2,0.21,0.28,2.7,0.033,38,94,2.99,0.43,7
7,0.24,0.3,6.7,0.039,37,125,3.2,0.39,5
6.8,0.475,0.33,3.95,0.047,16,81,3.23,0.53,7
7,0.28,0.32,7.75,0.032,30,114,3.12,0.64,7
6.9,0.4,0.3,10.6,0.033,24,87,3.15,0.45,6
6.6,0.41,0.31,1.6,0.042,18,101,3.13,0.41,5
6.4,0.2,0.28,2.5,0.032,24,84,3.31,0.55,5
8.5,0.22,0.34,0.7,0.04,5,25,3.04,0.37,4
8.4,0.36,0.36,11.1,0.032,21,132,2.95,0.39,6
5.2,0.285,0.29,5.15,0.035,64,138,3.19,0.34,8
6.9,0.2,0.3,4.7,0.041,40,148,3.16,0.35,6
6.7,0.42,0.46,9.7,0.054,67,234,3.23,0.5,5
6.2,0.16,0.34,1.7,0.038,85,153,3.33,0.86,7
6.4,0.125,0.36,1.4,0.044,22,68,3.15,0.5,7
6.4,0.44,0.26,2,0.054,20,180,3.58,0.57,5
7,0.31,0.39,7.5,0.055,42,218,3.37,0.54,5
6.7,0.42,0.46,9.7,0.054,67,234,3.23,0.5,5
8.6,0.18,0.28,0.8,0.032,25,78,2.99,0.38,5
6.2,0.21,0.26,13.1,0.05,59,150,3.31,0.46,5
6.1,0.16,0.37,1.1,0.031,37,97,3.4,0.58,6
6.5,0.22,0.32,2.2,0.028,36,92,3.27,0.59,7
6.2,0.36,0.14,8.9,0.036,38,155,3.27,0.5,5
5.7,0.21,0.25,1.1,0.035,26,81,3.31,0.52,6
6.4,0.25,0.32,0.9,0.034,40,114,3.31,0.58,7
7.6,0.31,0.26,1.7,0.073,40,157,3.1,0.46,5
6.6,0.26,0.46,6.9,0.047,59,183,3.2,0.45,5
5.7,0.21,0.25,1.1,0.035,26,81,3.31,0.52,6
6.2,0.2,0.31,1,0.031,22,73,3.24,0.52,6
6.2,0.18,0.3,1,0.031,23,73,3.23,0.52,6
6.1,0.37,0.2,7.6,0.031,49,170,3.22,0.48,5
6.2,0.36,0.14,8.9,0.036,38,155,3.27,0.5,5
6.5,0.22,0.32,2.2,0.028,36,92,3.27,0.59,7
7.7,0.18,0.3,1.2,0.046,49,199,3.03,0.38,5
6.9,0.14,0.38,1,0.041,22,81,3.03,0.54,6
6.9,0.14,0.38,1,0.041,22,81,3.03,0.54,6
6,0.44,0.26,3.1,0.053,57,128,3.22,0.39,6
7.1,0.36,0.4,1.95,0.033,26,118,3.2,0.45,7
5.7,0.28,0.28,2.2,0.019,15,65,3.06,0.52,6
6.4,0.16,0.32,8.75,0.038,38,118,3.19,0.41,5
7.4,0.28,0.4,11.9,0.032,13,92,3.01,0.46,4
6.7,0.39,0.31,2.7,0.054,27,202,3.46,0.57,6
6.5,0.44,0.47,5.45,0.014,44,137,3.13,0.32,8
6.9,0.22,0.31,6.3,0.029,41,131,3.08,0.49,6
6.6,0.22,0.29,14.4,0.046,39,118,3.05,0.5,6
7.7,0.25,0.3,7.8,0.038,67,196,3.1,0.5,5
5.2,0.155,0.33,1.6,0.028,13,59,3.3,0.84,8
7,0.31,0.31,9.1,0.036,45,140,2.98,0.31,7
7,0.31,0.31,9.1,0.036,45,140,2.98,0.31,7
6.6,0.22,0.29,14.4,0.046,39,118,3.05,0.5,6
5.6,0.21,0.4,1.3,0.041,81,147,3.22,0.95,8
5.2,0.155,0.33,1.6,0.028,13,59,3.3,0.84,8
6.4,0.25,0.32,11.3,0.038,69,192,3.14,0.5,6
6.9,0.22,0.31,6.3,0.029,41,131,3.08,0.49,6
5.3,0.21,0.29,0.7,0.028,11,66,3.3,0.4,5
7.1,0.27,0.28,1.25,0.023,3,89,2.95,0.3,4
5.2,0.17,0.27,0.7,0.03,11,68,3.3,0.41,5
7.7,0.25,0.3,7.8,0.038,67,196,3.1,0.5,5
7,0.12,0.29,10.3,0.039,41,98,3.19,0.38,8
7,0.12,0.29,10.3,0.039,41,98,3.19,0.38,8
7.1,0.29,0.34,7.8,0.036,49,128,3.21,0.4,6
7.2,0.3,0.3,8.7,0.022,14,111,3.11,0.61,5
6.8,0.26,0.46,8.3,0.037,49,173,3.17,0.47,5
7,0.12,0.29,10.3,0.039,41,98,3.19,0.38,8
7.1,0.29,0.34,7.8,0.036,49,128,3.21,0.4,6
4.9,0.33,0.31,1.2,0.016,39,150,3.33,0.59,8
5.1,0.29,0.28,8.3,0.026,27,107,3.36,0.37,6
5.1,0.29,0.28,8.3,0.026,27,107,3.36,0.37,6
6.8,0.26,0.48,6.2,0.049,55,182,3.21,0.45,6
6,0.28,0.52,5,0.078,30,139,3.1,0.36,6
6,0.28,0.25,1.8,0.042,8,108,3.08,0.55,5
7.2,0.2,0.22,1.6,0.044,17,101,3.37,0.53,5
6.1,0.27,0.25,1.8,0.041,9,109,3.08,0.54,5
6,0.28,0.25,1.8,0.042,8,108,3.08,0.55,5
6.4,0.29,0.3,2.9,0.036,25,79,3.29,0.6,7
7.4,0.35,0.24,6,0.042,28,123,3.14,0.44,5
8.1,0.12,0.38,0.9,0.034,36,86,2.8,0.55,6
6.4,0.12,0.3,1.1,0.031,37,94,3.01,0.56,6
7.2,0.2,0.22,1.6,0.044,17,101,3.37,0.53,5
7.3,0.4,0.26,5.45,0.016,26,90,2.84,0.54,7
7.7,0.11,0.34,14.05,0.04,41,114,3.07,0.59,7
6.9,0.23,0.41,8,0.03,30,114,3.22,0.54,6
6.9,0.38,0.38,13.1,0.112,14,94,3.02,0.48,5
7.5,0.38,0.29,4.9,0.021,38,113,3.08,0.48,7
5.8,0.19,0.24,1.3,0.044,38,128,3.77,0.6,5
5.5,0.34,0.26,2.2,0.021,31,119,3.55,0.49,8
6.6,0.23,0.3,14.9,0.051,33,118,3.04,0.54,6
6.6,0.23,0.3,14.9,0.051,33,118,3.04,0.54,6
8.4,0.31,0.31,0.95,0.021,52,148,2.93,0.32,5
6.7,0.2,0.3,1.4,0.025,17,76,3.11,0.44,6
8.4,0.31,0.31,0.95,0.021,52,148,2.93,0.32,5
7.3,0.26,0.24,1.7,0.05,10,112,3.11,0.43,5
6.3,0.22,0.22,5.6,0.039,31,128,3.12,0.46,6
6.6,0.23,0.3,14.9,0.051,33,118,3.04,0.54,6
7.5,0.19,0.4,7.1,0.056,50,110,3.06,0.52,6
8,0.14,0.33,1.2,0.045,71,162,3.07,0.47,6
6.8,0.32,0.39,9.6,0.026,34,124,3.18,0.35,6
6.6,0.23,0.2,11.4,0.044,45,131,2.96,0.51,6
6.6,0.23,0.2,11.4,0.044,45,131,2.96,0.51,6
6.7,0.36,0.26,7.9,0.034,39,123,2.99,0.3,7
6.1,0.38,0.42,5,0.016,31,113,3.15,0.31,7
8.5,0.23,0.28,11.1,0.033,30,97,3.03,0.39,7
7,0.2,0.31,8,0.05,29,213,3.28,0.57,6
6,0.26,0.32,3.8,0.029,48,180,3.15,0.34,6
6.9,0.3,0.3,10.55,0.037,4,28,3.07,0.32,6
6.7,0.18,0.28,10.2,0.039,29,115,3.11,0.45,7
6.7,0.18,0.28,10.2,0.039,29,115,3.11,0.45,7
6.8,0.18,0.28,9.8,0.039,29,113,3.11,0.45,7
7.2,0.19,0.31,6.3,0.034,17,103,3.15,0.52,7
6.2,0.16,0.32,1.1,0.036,74,184,3.22,0.41,6
5,0.27,0.32,4.5,0.032,58,178,3.45,0.31,7
6.3,0.37,0.28,6.3,0.034,45,152,3.29,0.46,7
6.6,0.2,0.27,10.9,0.038,29,130,3.11,0.44,7
6.8,0.18,0.28,9.8,0.039,29,113,3.11,0.45,7
6.8,0.18,0.28,9.8,0.039,29,113,3.11,0.45,7
6.6,0.28,0.34,0.8,0.037,42,119,3.03,0.37,6
6.5,0.35,0.36,0.8,0.034,32,111,3.11,0.5,8
6.9,0.25,0.33,1.2,0.035,35,158,3.02,0.58,6
6,0.32,0.3,1.3,0.025,18,112,3.07,0.64,7
6.8,0.18,0.28,9.8,0.039,29,113,3.11,0.45,7
6.7,0.18,0.28,10.2,0.039,29,115,3.11,0.45,7
6.6,0.2,0.27,10.9,0.038,29,130,3.11,0.44,7
6.3,0.37,0.28,6.3,0.034,45,152,3.29,0.46,7
7.2,0.19,0.31,6.3,0.034,17,103,3.15,0.52,7
6.3,0.18,0.36,1.2,0.034,26,111,3.16,0.51,6
6.9,0.3,0.36,0.9,0.037,40,156,3.08,0.36,6
6.2,0.16,0.32,1.1,0.036,74,184,3.22,0.41,6
5,0.27,0.32,4.5,0.032,58,178,3.45,0.31,7
5,0.3,0.33,3.7,0.03,54,173,3.36,0.3,7
6.5,0.2,0.5,18.1,0.054,50,221,2.94,0.64,6
6.7,0.25,0.31,1.35,0.061,30.5,218,3.16,0.53,5
6.6,0.22,0.36,5.5,0.029,30,105,3.2,0.47,6
6.8,0.25,0.37,3.1,0.026,29,93,3.14,0.45,6
7,0.13,0.37,12.85,0.042,36,105,3.05,0.55,6
7,0.45,0.34,19.8,0.04,12,67,3.07,0.38,6
7.2,0.32,0.3,8.25,0.02,14,104,2.99,0.44,6
7,0.13,0.37,12.85,0.042,36,105,3.05,0.55,6
5.9,0.34,0.3,3.8,0.035,57,135,3.09,0.34,6
6.8,0.22,0.31,6.9,0.037,33,121,3.02,0.39,8
7.2,0.32,0.3,8.25,0.02,14,104,2.99,0.44,6
8.4,0.32,0.35,11.7,0.029,3,46,3.02,0.34,6
6.8,0.27,0.29,4.6,0.046,6,88,3.34,0.48,4
8,0.74,0.21,4,0.05,24,133,3.06,0.38,5
7,0.45,0.34,19.8,0.04,12,67,3.07,0.38,6
7,0.13,0.37,12.85,0.042,36,105,3.05,0.55,6
5.4,0.22,0.29,1.2,0.045,69,152,3.76,0.63,7
8.4,0.22,0.3,8.9,0.024,17,118,2.99,0.34,6
7.4,0.32,0.22,11.7,0.035,44,150,3.1,0.45,5
7.5,0.18,0.37,6.2,0.05,21,138,3.2,0.55,6
7.1,0.47,0.29,14.8,0.024,22,142,3.12,0.48,8
7.1,0.47,0.29,14.8,0.024,22,142,3.12,0.48,8
5.8,0.19,0.25,10.8,0.042,33,124,3.22,0.41,6
6.7,0.14,0.46,1.6,0.036,15,92,3.37,0.49,5
6.8,0.24,0.38,8.3,0.045,50,185,3.15,0.5,6
6.9,0.25,0.47,8.4,0.042,36,156,3.15,0.55,6
6,0.24,0.33,2.5,0.026,31,85,3.13,0.5,7
6.8,0.29,0.34,3.5,0.054,26,189,3.42,0.58,5
6.3,0.33,0.42,17.2,0.037,57,170,3.26,0.57,6
6.5,0.23,0.45,2.1,0.027,43,104,3.02,0.52,6
6.3,0.27,0.29,12.2,0.044,59,196,3.14,0.4,6
6.3,0.2,0.37,11.8,0.045,58,130,3.2,0.35,5
6.2,0.33,0.41,16.8,0.037,58,173,3.25,0.57,6
6.3,0.33,0.42,17.2,0.037,57,170,3.26,0.57,6
7.2,0.21,1,1.1,0.154,46,114,2.95,0.43,6
6,0.27,0.3,14.7,0.044,15,144,3.12,0.53,6
5.7,0.12,0.26,5.5,0.034,21,99,3.09,0.57,6
6.9,0.24,0.37,6.1,0.027,38,112,3.19,0.34,6
7.7,0.18,0.53,1.2,0.041,42,167,3.11,0.44,5
7.1,0.17,0.43,1.3,0.023,33,132,3.11,0.56,6
7.5,0.33,0.38,8.7,0.126,49,199,2.98,0.57,5
6.2,0.255,0.24,1.7,0.039,138.5,272,3.53,0.53,4
7.5,0.33,0.38,8.7,0.126,49,199,2.98,0.57,5
5.6,0.2,0.66,10.2,0.043,78,175,2.98,0.43,7
7.6,0.17,0.36,4.5,0.042,26,102,3.09,0.47,5
5.8,0.15,0.31,5.9,0.036,7,73,3.2,0.43,6
6.3,0.25,0.44,1.7,0.024,36,116,3.18,0.4,6
6.9,0.28,0.41,1.4,0.016,6,55,3.16,0.4,5
7.2,0.27,0.37,5.4,0.026,27,114,3.13,0.84,5
6.2,0.25,0.38,7.9,0.045,54,208,3.17,0.46,5
8.5,0.19,0.48,1.1,0.026,23,58,2.9,0.5,6
6.2,0.25,0.54,7,0.046,58,176,3.19,0.7,5
6.2,0.25,0.54,7,0.046,58,176,3.19,0.7,5
6.8,0.28,0.43,7.6,0.03,30,110,3.08,0.59,8
6.2,0.25,0.54,7,0.046,58,176,3.19,0.7,5
7.4,0.21,0.8,12.3,0.038,77,183,2.95,0.48,5
7,0.15,0.38,15.3,0.045,54,120,3.18,0.42,6
7.4,0.21,0.8,12.3,0.038,77,183,2.95,0.48,5
7.3,0.28,0.42,1.2,0.033,29,142,3.17,0.43,4
6.1,0.18,0.38,2.3,0.033,28,111,3.16,0.49,6
7,0.53,0.43,6.1,0.029,6,76,3.08,0.5,8
6.8,0.28,0.43,7.6,0.03,30,110,3.08,0.59,8
6.5,0.36,0.38,10.2,0.028,20,82,3.1,0.43,7
7.5,0.25,0.47,4.1,0.041,95,163,2.92,0.59,6
6.7,0.24,0.41,2.9,0.039,48,122,3.25,0.43,5
6.6,0.25,0.33,8.5,0.042,29,141,3.28,0.6,5
6.4,0.15,0.4,1.5,0.042,23,87,3.11,0.46,7
6.3,0.28,0.3,3.1,0.039,24,115,3.05,0.43,5
6.2,0.25,0.38,7.9,0.045,54,208,3.17,0.46,5
7.1,0.28,0.35,3.5,0.028,35,91,2.96,0.33,5
6.6,0.35,0.34,4.9,0.032,9,125,3.32,0.81,5
8.5,0.19,0.48,1.1,0.026,23,58,2.9,0.5,6
6.2,0.25,0.54,7,0.046,58,176,3.19,0.7,5
6,0.35,0.51,1.2,0.029,10,102,3.46,0.42,6
5.8,0.31,0.32,4.5,0.024,28,94,3.25,0.52,7
6.6,0.17,0.35,2.6,0.03,33,78,3.22,0.72,6
8.5,0.23,0.4,9.9,0.036,24,88,3.02,0.42,6
5.8,0.31,0.32,4.5,0.024,28,94,3.25,0.52,7
6.1,0.2,0.34,9.5,0.041,38,201,3.14,0.44,3
6.3,0.37,0.37,1.5,0.024,12,76,2.94,0.39,6
6.2,0.36,0.38,3.2,0.031,20,89,3.06,0.33,7
6.6,0.17,0.35,2.6,0.03,33,78,3.22,0.72,6
6.3,0.28,0.47,11.2,0.04,61,183,3.12,0.51,6
7.6,0.27,0.52,3.2,0.043,28,152,3.02,0.53,6
7,0.25,0.45,2.3,0.045,40,118,3.16,0.48,7
9.7,0.24,0.49,4.9,0.032,3,18,2.85,0.54,6
9.7,0.24,0.49,4.9,0.032,3,18,2.85,0.54,6
6.8,0.13,0.39,1.4,0.034,19,102,3.23,0.6,7
6.6,0.78,0.5,1.5,0.045,30,133,3.25,0.48,5
5.1,0.33,0.27,6.7,0.022,44,129,3.36,0.39,7
6.7,0.34,0.4,2.1,0.033,34,111,2.97,0.48,7
6.7,0.14,0.51,4.3,0.028,57,124,2.91,0.54,7
7,0.26,0.34,10.9,0.038,25,84,3.11,0.34,6
6.5,0.29,0.26,7,0.04,18,113,3.17,0.38,6
7,0.25,0.45,2.3,0.045,40,118,3.16,0.48,7
7.6,0.21,0.49,2.5,0.047,20,130,3.15,0.48,5
7.7,0.26,0.51,2.6,0.045,26,159,3,0.5,6
7.6,0.27,0.52,3.2,0.043,28,152,3.02,0.53,6
7.7,0.25,0.49,2.5,0.047,31,169,3.07,0.57,6
7.6,0.35,0.46,14.7,0.047,33,151,3.03,0.53,5
6.9,0.3,0.36,4.5,0.054,31,203,3.4,0.57,4
6.7,0.24,0.46,2.2,0.033,19,111,3.1,0.62,6
6.5,0.23,0.39,1.9,0.036,41,98,3.19,0.43,7
7.6,0.23,0.34,1.6,0.043,24,129,3.12,0.7,5
6.5,0.24,0.39,17.3,0.052,22,126,3.11,0.47,6
6.3,0.17,0.32,4.2,0.04,37,117,3.24,0.43,6
6.3,0.17,0.32,4.2,0.04,37,117,3.24,0.43,6
6.7,0.21,0.37,2.5,0.034,35,89,3.25,0.5,7
6.5,0.23,0.39,1.9,0.036,41,98,3.19,0.43,7
5.9,0.28,0.39,1.4,0.031,47,147,3.08,0.64,7
5.9,0.19,0.37,0.8,0.027,3,21,3.09,0.31,5
6.2,0.25,0.42,8,0.049,53,206,3.16,0.47,6
7.6,0.23,0.34,1.6,0.043,24,129,3.12,0.7,5
5.6,0.18,0.27,1.7,0.03,31,103,3.35,0.37,6
5.5,0.18,0.22,5.5,0.037,10,86,3.46,0.44,5
6.5,0.24,0.39,17.3,0.052,22,126,3.11,0.47,6
7.4,0.23,0.38,8.6,0.052,41,150,3.06,0.46,5
7.2,0.17,0.37,6.9,0.059,47,128,3.08,0.46,7
7.6,0.3,0.38,2.1,0.043,10,98,3.17,0.65,5
5,0.24,0.21,2.2,0.039,31,100,3.69,0.62,6
6.1,0.21,0.38,1.5,0.039,37,122,3.2,0.43,6
6.5,0.33,0.38,2.5,0.047,30,148,3.17,0.43,6
6.3,0.35,0.26,17.6,0.061,59,198,3.11,0.49,5
6.3,0.17,0.32,4.2,0.04,37,117,3.24,0.43,6
6.6,0.25,0.35,2.9,0.034,38,121,3.19,0.4,6
6.5,0.16,0.33,4.8,0.043,45,114,3.18,0.44,6
6.6,0.39,0.39,11.9,0.057,51,221,3.26,0.51,6
5.6,0.19,0.27,0.9,0.04,52,103,3.5,0.39,5
6.2,0.25,0.39,1.3,0.051,42,135,3.23,0.4,6
6.9,0.22,0.43,6.4,0.042,34,115,3.05,0.51,6
6.2,0.19,0.29,4.3,0.045,33,126,3.18,0.42,6
6.6,0.39,0.39,11.9,0.057,51,221,3.26,0.51,6
5.9,0.33,0.32,8.1,0.038,9,34,3.22,0.36,7
7.8,0.17,0.5,1.3,0.045,35,140,3.16,0.4,6
5.5,0.19,0.27,0.9,0.04,52,103,3.5,0.39,5
6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,6
6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,6
6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,6
7.2,0.32,0.4,8.7,0.038,45,154,3.2,0.47,6
6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,6
7.2,0.32,0.4,8.7,0.038,45,154,3.2,0.47,6
5.8,0.39,0.47,7.5,0.027,12,88,3.38,0.45,6
6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,6
7.6,0.25,1.23,4.6,0.035,51,294,3.03,0.43,6
5.8,0.29,0.33,3.7,0.029,30,88,3.25,0.42,6
7.2,0.4,0.38,2.2,0.03,40,109,3.27,0.46,6
6.8,0.39,0.34,7.4,0.02,38,133,3.18,0.44,7
6.1,0.17,0.42,15.1,0.033,28,124,2.87,0.47,5
6.8,0.39,0.34,7.4,0.02,38,133,3.18,0.44,7
7.1,0.36,0.37,4.8,0.019,39,114,3.08,0.49,7
6.9,0.19,0.32,7.9,0.042,30,130,3.4,0.39,6
6.5,0.34,0.46,1,0.023,6,80,3.15,0.54,6
6.1,0.17,0.42,15.1,0.033,28,124,2.87,0.47,5
6.8,0.39,0.34,7.4,0.02,38,133,3.18,0.44,7
7.1,0.36,0.37,4.8,0.019,39,114,3.08,0.49,7
7.8,0.3,0.36,4.6,0.024,20,198,3.06,0.66,6
6.1,0.68,0.52,1.4,0.037,32,123,3.24,0.45,6
5.2,0.34,0.37,6.2,0.031,42,133,3.25,0.41,6
5.6,0.28,0.4,6.1,0.034,36,118,3.21,0.43,7
6.2,0.19,0.38,5.1,0.019,22,82,3.05,0.36,6
5.7,0.16,0.26,6.3,0.043,28,113,3.06,0.58,6
7.6,0.17,0.46,0.9,0.036,63,147,3.02,0.41,6
7.3,0.2,0.39,2.3,0.048,24,87,2.94,0.35,6
6.7,0.33,0.36,6.6,0.042,34,116,2.97,0.31,8
6.7,0.33,0.34,7.5,0.036,39,124,2.99,0.32,8
6.9,0.36,0.35,8.6,0.038,37,125,3,0.32,8
7.8,0.21,0.34,11.9,0.039,55,140,3.02,0.31,6
7.3,0.2,0.39,2.3,0.048,24,87,2.94,0.35,6
5.6,0.41,0.22,7.1,0.05,44,154,3.3,0.4,5
7.6,0.15,0.35,4.3,0.051,23,98,3.1,0.44,6
8.5,0.2,0.4,1.1,0.046,31,106,3,0.35,4
6.5,0.24,0.38,1,0.027,31,90,3.24,0.36,6
8.3,0.16,0.37,7.9,0.025,38,107,2.93,0.37,6
5.5,0.12,0.33,1,0.038,23,131,3.25,0.45,5
6.5,0.24,0.38,1,0.027,31,90,3.24,0.36,6
6.2,0.1,0.41,1,0.04,17,76,3.14,0.56,7
6.5,0.21,0.4,7.3,0.041,49,115,3.21,0.43,6
8.7,0.3,0.59,1.7,0.046,10,70,3.06,0.56,4
6.7,0.18,0.37,1.3,0.027,42,125,3.24,0.37,7
7,0.17,0.36,6.4,0.055,42,123,3.11,0.5,8
6.6,0.19,0.33,1.8,0.035,42,148,3.15,0.36,5
5.8,0.28,0.3,1.5,0.026,31,114,3.32,0.6,7
7.6,0.24,0.44,3.8,0.037,49,146,3.06,0.37,6
8.3,0.16,0.37,7.9,0.025,38,107,2.93,0.37,6
5.5,0.12,0.33,1,0.038,23,131,3.25,0.45,5
5.7,0.16,0.32,1.2,0.036,7,89,3.26,0.48,5
7,0.21,0.42,5.3,0.037,36,123,3.14,0.52,6
6.4,0.22,0.38,9.1,0.044,35,127,2.97,0.3,7
7.9,0.34,0.44,6.5,0.027,47,126,2.96,0.37,6
6.4,0.22,0.38,9.1,0.044,35,127,2.97,0.3,7
6.8,0.21,0.4,6.3,0.032,40,121,3.18,0.53,7
5.2,0.31,0.36,5.1,0.031,46,145,3.14,0.31,7
7.9,0.34,0.44,6.5,0.027,47,126,2.96,0.37,6
5.6,0.42,0.34,2.4,0.022,34,97,3.22,0.38,7
6.4,0.22,0.38,9.1,0.044,35,127,2.97,0.3,7
6.8,0.28,0.34,7.5,0.035,34,177,3.33,0.43,5
6.8,0.45,0.36,5,0.033,28,156,3.11,0.4,7
6.6,0.29,0.39,6.75,0.031,22,98,3.15,0.8,7
6.8,0.21,0.42,1.2,0.045,24,126,3.09,0.87,6
6.8,0.25,0.24,1.6,0.045,39,164,3.53,0.58,5
6.4,0.21,0.34,16.05,0.04,56,142,3.11,0.38,5
5.8,0.33,0.23,5,0.053,29,106,3.13,0.52,5
8.2,0.3,0.44,12.4,0.043,52,154,3.04,0.33,6
6.4,0.24,0.32,0.95,0.041,23,131,3.25,0.35,5
